  1.000062  0.000309
  0.999082  0.000540
  0.996146  0.001230
  0.991264  0.002370
  0.984456  0.003945
  0.975747  0.005934
  0.965170  0.008311
  0.952764  0.011044
  0.938578  0.014099
  0.922665  0.017435
  0.905085  0.021009
  0.885907  0.024776
  0.865204  0.028689
  0.843055  0.032699
  0.819546  0.036756
  0.794768  0.040810
  0.768818  0.044814
  0.741795  0.048719
  0.713807  0.052479
  0.684962  0.056052
  0.655373  0.059397
  0.625158  0.062477
  0.594434  0.065261
  0.563324  0.067717
  0.531952  0.069824
  0.500441  0.071561
  0.468918  0.072915
  0.437509  0.073876
  0.406340  0.074441
  0.375386  0.074486
  0.344883  0.073767
  0.314995  0.072310
  0.285845  0.070163
  0.257557  0.067380
  0.230248  0.064028
  0.204031  0.060180
  0.179015  0.055917
  0.155304  0.051322
  0.132993  0.046486
  0.112173  0.041498
  0.092928  0.036451
  0.075334  0.031435
  0.059458  0.026536
  0.045363  0.021839
  0.033101  0.017419
  0.022717  0.013348
  0.014248  0.009686
  0.007725  0.006485
  0.003168  0.003785
  0.000591  0.001618
  0.000000  0.000000
  0.001382 -0.001027
  0.004717 -0.001431
  0.009988 -0.001230
  0.017168 -0.000446
  0.026227  0.000886
  0.037123  0.002723
  0.049810  0.005015
  0.064235  0.007703
  0.080338  0.010723
  0.098055  0.014005
  0.117313  0.017473
  0.138038  0.021050
  0.160149  0.024655
  0.183561  0.028207
  0.208184  0.031624
  0.233925  0.034826
  0.260689  0.037735
  0.288375  0.040279
  0.316881  0.042390
  0.346100  0.044005
  0.375924  0.045069
  0.406279  0.045546
  0.437158  0.045660
  0.468291  0.045517
  0.499559  0.045106
  0.530839  0.044421
  0.562009  0.043462
  0.592947  0.042234
  0.623532  0.040746
  0.653644  0.039011
  0.683163  0.037051
  0.711972  0.034888
  0.739958  0.032549
  0.767009  0.030066
  0.793017  0.027472
  0.817878  0.024804
  0.841492  0.022099
  0.863765  0.019395
  0.884606  0.016732
  0.903932  0.014148
  0.921663  0.011680
  0.937729  0.009365
  0.952063  0.007235
  0.964607  0.005323
  0.975310  0.003655
  0.984127  0.002256
  0.991023  0.001146
  0.995969  0.000342
  0.998945 -0.000146
  0.999938 -0.000309
