  1.000000  0.000315
  0.999013  0.000350
  0.996057  0.000453
  0.991144  0.000624
  0.984292  0.000861
  0.975528  0.001161
  0.964888  0.001520
  0.952414  0.001937
  0.938153  0.002405
  0.922164  0.002920
  0.904508  0.003479
  0.885257  0.004074
  0.864484  0.004702
  0.842274  0.005357
  0.818712  0.006034
  0.793893  0.006726
  0.767913  0.007429
  0.740877  0.008137
  0.712890  0.008843
  0.684062  0.009543
  0.654508  0.010229
  0.624345  0.010896
  0.593691  0.011537
  0.562667  0.012145
  0.531395  0.012714
  0.500000  0.013235
  0.468605  0.013703
  0.437333  0.014109
  0.406309  0.014447
  0.375655  0.014711
  0.345492  0.014894
  0.315938  0.014990
  0.287110  0.014995
  0.259123  0.014905
  0.232087  0.014717
  0.206107  0.014429
  0.181288  0.014040
  0.157726  0.013552
  0.135516  0.012966
  0.114743  0.012284
  0.095492  0.011512
  0.077836  0.010654
  0.061847  0.009715
  0.047586  0.008701
  0.035112  0.007618
  0.024472  0.006473
  0.015708  0.005272
  0.008856  0.004020
  0.003943  0.002721
  0.000987  0.001380
  0.000000  0.000000
  0.000987 -0.001380
  0.003943 -0.002721
  0.008856 -0.004020
  0.015708 -0.005272
  0.024472 -0.006473
  0.035112 -0.007618
  0.047586 -0.008701
  0.061847 -0.009715
  0.077836 -0.010654
  0.095492 -0.011512
  0.114743 -0.012284
  0.135516 -0.012966
  0.157726 -0.013552
  0.181288 -0.014040
  0.206107 -0.014429
  0.232087 -0.014717
  0.259123 -0.014905
  0.287110 -0.014995
  0.315938 -0.014990
  0.345492 -0.014894
  0.375655 -0.014711
  0.406309 -0.014447
  0.437333 -0.014109
  0.468605 -0.013703
  0.500000 -0.013235
  0.531395 -0.012714
  0.562667 -0.012145
  0.593691 -0.011537
  0.624345 -0.010896
  0.654508 -0.010229
  0.684062 -0.009543
  0.712890 -0.008843
  0.740877 -0.008137
  0.767913 -0.007429
  0.793893 -0.006726
  0.818712 -0.006034
  0.842274 -0.005357
  0.864484 -0.004702
  0.885257 -0.004074
  0.904508 -0.003479
  0.922164 -0.002920
  0.938153 -0.002405
  0.952414 -0.001937
  0.964888 -0.001520
  0.975528 -0.001161
  0.984292 -0.000861
  0.991144 -0.000624
  0.996057 -0.000453
  0.999013 -0.000350
  1.000000 -0.000315
