  1.000021  0.000314
  0.999037  0.000415
  0.996087  0.000714
  0.991185  0.001209
  0.984347  0.001892
  0.975602  0.002756
  0.964983  0.003790
  0.952532  0.004980
  0.938297  0.006311
  0.922333  0.007768
  0.904703  0.009333
  0.885476  0.010987
  0.864727  0.012710
  0.842537  0.014484
  0.818992  0.016287
  0.794187  0.018100
  0.768217  0.019903
  0.741185  0.021676
  0.713197  0.023399
  0.684363  0.025055
  0.654798  0.026627
  0.624616  0.028097
  0.593939  0.029450
  0.562886  0.030673
  0.531581  0.031753
  0.500147  0.032679
  0.468709  0.033441
  0.437392  0.034031
  0.406319  0.034445
  0.375566  0.034637
  0.345289  0.034521
  0.315623  0.034103
  0.286687  0.033396
  0.258599  0.032415
  0.231469  0.031179
  0.205409  0.029712
  0.180521  0.028040
  0.156907  0.026190
  0.134660  0.024193
  0.113870  0.022082
  0.094618  0.019888
  0.076981  0.017646
  0.061028  0.015387
  0.046823  0.013143
  0.034420  0.010944
  0.023867  0.008817
  0.015204  0.006788
  0.008465  0.004876
  0.003675  0.003100
  0.000850  0.001472
  0.000000  0.000000
  0.001124 -0.001275
  0.004211 -0.002315
  0.009248 -0.003125
  0.016213 -0.003708
  0.025077 -0.004073
  0.035804 -0.004230
  0.048350 -0.004192
  0.062665 -0.003974
  0.078691 -0.003593
  0.096365 -0.003070
  0.115617 -0.002425
  0.136371 -0.001681
  0.158546 -0.000864
  0.182055  0.000002
  0.206806  0.000889
  0.232704  0.001772
  0.259648  0.002624
  0.287533  0.003418
  0.316253  0.004130
  0.345694  0.004736
  0.375745  0.005215
  0.406299  0.005551
  0.437275  0.005814
  0.468500  0.006036
  0.499853  0.006210
  0.531210  0.006329
  0.562447  0.006387
  0.593442  0.006381
  0.624073  0.006311
  0.654219  0.006176
  0.683761  0.005979
  0.712582  0.005723
  0.740569  0.005414
  0.767610  0.005057
  0.793599  0.004661
  0.818432  0.004233
  0.842011  0.003782
  0.864242  0.003318
  0.885037  0.002850
  0.904314  0.002386
  0.921995  0.001937
  0.938010  0.001510
  0.952295  0.001114
  0.964793  0.000755
  0.975454  0.000440
  0.984236  0.000175
  0.991103 -0.000037
  0.996027 -0.000190
  0.998990 -0.000283
  0.999979 -0.000314
